Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2013-11-20,4,16,µg/mc
"Parco S. Chiara",PM10,2013-11-20,5,16,µg/mc
"Parco S. Chiara",PM10,2013-11-20,6,14,µg/mc
"Parco S. Chiara",PM10,2013-11-20,7,13,µg/mc
"Parco S. Chiara",PM10,2013-11-20,8,15,µg/mc
"Parco S. Chiara",PM10,2013-11-20,9,17,µg/mc
"Parco S. Chiara",PM10,2013-11-20,10,14,µg/mc
"Parco S. Chiara",PM10,2013-11-20,11,9,µg/mc
"Parco S. Chiara",PM10,2013-11-20,12,7,µg/mc
"Parco S. Chiara",PM10,2013-11-20,13,7,µg/mc
"Parco S. Chiara",PM10,2013-11-20,14,8,µg/mc
"Parco S. Chiara",PM10,2013-11-20,15,7,µg/mc
"Parco S. Chiara",PM10,2013-11-20,16,7,µg/mc
"Parco S. Chiara",PM10,2013-11-20,17,8,µg/mc
"Parco S. Chiara",PM10,2013-11-20,18,15,µg/mc
"Parco S. Chiara",PM10,2013-11-20,19,15,µg/mc
"Parco S. Chiara",PM10,2013-11-20,20,10,µg/mc
"Parco S. Chiara",PM10,2013-11-20,21,9,µg/mc
"Parco S. Chiara",PM10,2013-11-20,22,10,µg/mc
"Parco S. Chiara",PM10,2013-11-20,23,10,µg/mc
"Parco S. Chiara",PM10,2013-11-20,24,7,µg/mc
"Parco S. Chiara",PM10,2013-11-21,1,7,µg/mc
"Parco S. Chiara",PM10,2013-11-21,2,7,µg/mc
"Parco S. Chiara",PM10,2013-11-21,3,6,µg/mc
"Parco S. Chiara",PM10,2013-11-21,4,5,µg/mc
"Parco S. Chiara",PM10,2013-11-21,5,5,µg/mc
"Parco S. Chiara",PM10,2013-11-21,6,5,µg/mc
"Parco S. Chiara",PM10,2013-11-21,7,6,µg/mc
"Parco S. Chiara",PM10,2013-11-21,8,11,µg/mc
"Parco S. Chiara",PM10,2013-11-21,9,11,µg/mc
"Parco S. Chiara",PM10,2013-11-21,10,13,µg/mc
"Parco S. Chiara",PM10,2013-11-21,11,11,µg/mc
"Parco S. Chiara",PM10,2013-11-21,12,6,µg/mc
"Parco S. Chiara",PM10,2013-11-21,16,9,µg/mc
"Parco S. Chiara",PM10,2013-11-21,17,17,µg/mc
"Parco S. Chiara",PM10,2013-11-21,18,14,µg/mc
"Parco S. Chiara",PM10,2013-11-21,19,14,µg/mc
"Parco S. Chiara",PM10,2013-11-21,20,13,µg/mc
"Parco S. Chiara",PM10,2013-11-21,21,12,µg/mc
"Parco S. Chiara",PM10,2013-11-21,22,10,µg/mc
"Parco S. Chiara",PM10,2013-11-21,23,4,µg/mc
"Parco S. Chiara",PM10,2013-11-21,24,5,µg/mc
"Parco S. Chiara",PM10,2013-11-22,1,3,µg/mc
"Parco S. Chiara",PM10,2013-11-22,2,3,µg/mc
"Parco S. Chiara",PM10,2013-11-22,3,6,µg/mc
"Parco S. Chiara",PM10,2013-11-22,4,8,µg/mc
"Parco S. Chiara",PM10,2013-11-22,5,9,µg/mc
"Parco S. Chiara",PM10,2013-11-22,6,9,µg/mc
"Parco S. Chiara",PM10,2013-11-22,7,9,µg/mc
"Parco S. Chiara",PM10,2013-11-22,8,9,µg/mc
"Parco S. Chiara",PM10,2013-11-22,9,11,µg/mc
"Parco S. Chiara",PM10,2013-11-22,10,14,µg/mc
"Parco S. Chiara",PM10,2013-11-22,11,15,µg/mc
"Parco S. Chiara",PM10,2013-11-22,12,14,µg/mc
"Parco S. Chiara",PM10,2013-11-22,13,12,µg/mc
"Parco S. Chiara",PM10,2013-11-22,14,8,µg/mc
"Parco S. Chiara",PM10,2013-11-22,15,7,µg/mc
"Parco S. Chiara",PM10,2013-11-22,16,7,µg/mc
"Parco S. Chiara",PM10,2013-11-22,17,14,µg/mc
"Parco S. Chiara",PM10,2013-11-22,18,26,µg/mc
"Parco S. Chiara",PM10,2013-11-22,19,24,µg/mc
"Parco S. Chiara",PM10,2013-11-22,20,21,µg/mc
"Parco S. Chiara",PM10,2013-11-22,21,21,µg/mc
"Parco S. Chiara",PM10,2013-11-22,22,18,µg/mc
"Parco S. Chiara",PM10,2013-11-22,23,9,µg/mc
"Parco S. Chiara",PM10,2013-11-22,24,6,µg/mc
"Parco S. Chiara",PM10,2013-11-23,1,8,µg/mc
"Parco S. Chiara",PM10,2013-11-23,2,8,µg/mc
"Parco S. Chiara",PM10,2013-11-23,3,5,µg/mc
"Parco S. Chiara",PM10,2013-11-23,4,5,µg/mc
"Parco S. Chiara",PM10,2013-11-23,5,4,µg/mc
"Parco S. Chiara",PM10,2013-11-23,6,4,µg/mc
"Parco S. Chiara",PM10,2013-11-23,7,5,µg/mc
"Parco S. Chiara",PM10,2013-11-23,8,5,µg/mc
"Parco S. Chiara",PM10,2013-11-23,9,8,µg/mc
"Parco S. Chiara",PM10,2013-11-23,10,6,µg/mc
"Parco S. Chiara",PM10,2013-11-23,11,7,µg/mc
"Parco S. Chiara",PM10,2013-11-23,12,8,µg/mc
"Parco S. Chiara",PM10,2013-11-23,13,9,µg/mc
"Parco S. Chiara",PM10,2013-11-23,14,10,µg/mc
"Parco S. Chiara",PM10,2013-11-23,15,10,µg/mc
"Parco S. Chiara",PM10,2013-11-23,16,9,µg/mc
"Parco S. Chiara",PM10,2013-11-23,17,10,µg/mc
"Parco S. Chiara",PM10,2013-11-23,18,13,µg/mc
"Parco S. Chiara",PM10,2013-11-23,19,17,µg/mc
"Parco S. Chiara",PM10,2013-11-23,20,16,µg/mc
"Parco S. Chiara",PM10,2013-11-23,21,15,µg/mc
"Parco S. Chiara",PM10,2013-11-23,22,16,µg/mc
"Parco S. Chiara",PM10,2013-11-23,23,14,µg/mc
"Parco S. Chiara",PM10,2013-11-23,24,13,µg/mc
"Parco S. Chiara",PM10,2013-11-24,1,14,µg/mc
"Parco S. Chiara",PM10,2013-11-24,2,19,µg/mc
"Parco S. Chiara",PM10,2013-11-24,3,19,µg/mc
"Parco S. Chiara",PM10,2013-11-24,4,12,µg/mc
"Parco S. Chiara",PM10,2013-11-24,5,16,µg/mc
"Parco S. Chiara",PM10,2013-11-24,6,21,µg/mc
"Parco S. Chiara",PM10,2013-11-24,7,18,µg/mc
"Parco S. Chiara",PM10,2013-11-24,8,22,µg/mc
"Parco S. Chiara",PM10,2013-11-24,9,21,µg/mc
"Parco S. Chiara",PM10,2013-11-24,10,21,µg/mc
"Parco S. Chiara",PM10,2013-11-24,11,23,µg/mc
"Parco S. Chiara",PM10,2013-11-24,12,24,µg/mc
"Parco S. Chiara",PM10,2013-11-24,13,24,µg/mc
"Parco S. Chiara",PM10,2013-11-24,14,25,µg/mc
"Parco S. Chiara",PM10,2013-11-24,15,23,µg/mc
"Parco S. Chiara",PM10,2013-11-24,16,19,µg/mc
"Parco S. Chiara",PM10,2013-11-24,17,11,µg/mc
"Parco S. Chiara",PM10,2013-11-24,18,12,µg/mc
"Parco S. Chiara",PM10,2013-11-24,19,12,µg/mc
"Parco S. Chiara",PM10,2013-11-24,20,9,µg/mc
"Parco S. Chiara",PM10,2013-11-24,21,9,µg/mc
"Parco S. Chiara",PM10,2013-11-24,22,4,µg/mc
"Parco S. Chiara",PM10,2013-11-24,23,2,µg/mc
"Parco S. Chiara",PM10,2013-11-24,24,1,µg/mc
"Parco S. Chiara",PM10,2013-11-25,1,0,µg/mc
"Parco S. Chiara",PM10,2013-11-25,2,0,µg/mc
"Parco S. Chiara",PM10,2013-11-25,3,0,µg/mc
"Parco S. Chiara",PM10,2013-11-25,4,0,µg/mc
"Parco S. Chiara",PM10,2013-11-25,5,0,µg/mc
"Parco S. Chiara",PM10,2013-11-25,6,1,µg/mc
"Parco S. Chiara",PM10,2013-11-25,7,2,µg/mc
"Parco S. Chiara",PM10,2013-11-25,8,6,µg/mc
"Parco S. Chiara",PM10,2013-11-25,9,7,µg/mc
"Parco S. Chiara",PM10,2013-11-25,10,3,µg/mc
"Parco S. Chiara",PM10,2013-11-25,11,1,µg/mc
"Parco S. Chiara",PM10,2013-11-25,12,2,µg/mc
"Parco S. Chiara",PM10,2013-11-25,13,1,µg/mc
"Parco S. Chiara",PM10,2013-11-25,14,2,µg/mc
"Parco S. Chiara",PM10,2013-11-25,15,2,µg/mc
"Parco S. Chiara",PM10,2013-11-25,16,4,µg/mc
"Parco S. Chiara",PM10,2013-11-25,17,4,µg/mc
"Parco S. Chiara",PM10,2013-11-25,18,6,µg/mc
"Parco S. Chiara",PM10,2013-11-25,19,13,µg/mc
"Parco S. Chiara",PM10,2013-11-25,20,13,µg/mc
"Parco S. Chiara",PM10,2013-11-25,21,6,µg/mc
"Parco S. Chiara",PM10,2013-11-25,22,4,µg/mc
"Parco S. Chiara",PM10,2013-11-25,23,4,µg/mc
"Parco S. Chiara",PM10,2013-11-25,24,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,1,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,2,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,3,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,4,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,5,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,6,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,7,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,8,4,µg/mc
"Parco S. Chiara",PM10,2013-11-26,9,6,µg/mc
"Parco S. Chiara",PM10,2013-11-26,10,8,µg/mc
"Parco S. Chiara",PM10,2013-11-26,11,5,µg/mc
"Parco S. Chiara",PM10,2013-11-26,12,4,µg/mc
"Parco S. Chiara",PM10,2013-11-26,13,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,14,2,µg/mc
"Parco S. Chiara",PM10,2013-11-26,15,2,µg/mc
"Parco S. Chiara",PM10,2013-11-26,16,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,17,4,µg/mc
"Parco S. Chiara",PM10,2013-11-26,18,5,µg/mc
"Parco S. Chiara",PM10,2013-11-26,19,5,µg/mc
"Parco S. Chiara",PM10,2013-11-26,20,6,µg/mc
"Parco S. Chiara",PM10,2013-11-26,21,5,µg/mc
"Parco S. Chiara",PM10,2013-11-26,22,4,µg/mc
"Parco S. Chiara",PM10,2013-11-26,23,4,µg/mc
"Parco S. Chiara",PM10,2013-11-26,24,4,µg/mc
"Parco S. Chiara",PM10,2013-11-27,1,4,µg/mc
"Parco S. Chiara",PM10,2013-11-27,2,5,µg/mc
"Parco S. Chiara",PM10,2013-11-27,3,5,µg/mc
"Parco S. Chiara",PM10,2013-11-27,4,5,µg/mc
"Parco S. Chiara",PM10,2013-11-27,5,6,µg/mc
"Parco S. Chiara",PM10,2013-11-27,6,6,µg/mc
"Parco S. Chiara",PM10,2013-11-27,7,6,µg/mc
"Parco S. Chiara",PM10,2013-11-27,8,7,µg/mc
"Parco S. Chiara",PM10,2013-11-27,9,9,µg/mc
"Parco S. Chiara",PM10,2013-11-27,10,9,µg/mc
"Parco S. Chiara",PM10,2013-11-27,11,9,µg/mc
"Parco S. Chiara",PM10,2013-11-27,12,7,µg/mc
"Parco S. Chiara",PM10,2013-11-27,13,7,µg/mc
"Parco S. Chiara",PM10,2013-11-27,14,8,µg/mc
"Parco S. Chiara",PM10,2013-11-27,15,9,µg/mc
"Parco S. Chiara",PM10,2013-11-27,16,10,µg/mc
"Parco S. Chiara",PM10,2013-11-27,17,14,µg/mc
"Parco S. Chiara",PM10,2013-11-27,18,26,µg/mc
"Parco S. Chiara",PM10,2013-11-27,19,34,µg/mc
"Parco S. Chiara",PM10,2013-11-27,20,39,µg/mc
"Parco S. Chiara",PM10,2013-11-27,21,44,µg/mc
"Parco S. Chiara",PM10,2013-11-27,22,36,µg/mc
"Parco S. Chiara",PM10,2013-11-27,23,31,µg/mc
"Parco S. Chiara",PM10,2013-11-27,24,29,µg/mc
"Parco S. Chiara",PM10,2013-11-28,1,30,µg/mc
"Parco S. Chiara",PM10,2013-11-28,2,31,µg/mc
"Parco S. Chiara",PM10,2013-11-28,3,27,µg/mc
"Parco S. Chiara",PM10,2013-11-28,4,31,µg/mc
"Parco S. Chiara",PM10,2013-11-28,5,27,µg/mc
"Parco S. Chiara",PM10,2013-11-28,6,26,µg/mc
"Parco S. Chiara",PM10,2013-11-28,7,25,µg/mc
"Parco S. Chiara",PM10,2013-11-28,8,25,µg/mc
"Parco S. Chiara",PM10,2013-11-28,9,24,µg/mc
"Parco S. Chiara",PM10,2013-11-28,10,26,µg/mc
"Parco S. Chiara",PM10,2013-11-28,11,20,µg/mc
"Parco S. Chiara",PM10,2013-11-28,12,17,µg/mc
"Parco S. Chiara",PM10,2013-11-28,13,13,µg/mc
"Parco S. Chiara",PM10,2013-11-28,14,14,µg/mc
"Parco S. Chiara",PM10,2013-11-28,15,14,µg/mc
"Parco S. Chiara",PM10,2013-11-28,16,19,µg/mc
"Parco S. Chiara",PM10,2013-11-28,17,31,µg/mc
"Parco S. Chiara",PM10,2013-11-28,18,41,µg/mc
"Parco S. Chiara",PM10,2013-11-28,19,38,µg/mc
"Parco S. Chiara",PM10,2013-11-28,20,48,µg/mc
"Parco S. Chiara",PM10,2013-11-28,21,50,µg/mc
"Parco S. Chiara",PM10,2013-11-28,22,38,µg/mc
"Parco S. Chiara",PM10,2013-11-28,23,42,µg/mc
"Parco S. Chiara",PM10,2013-11-28,24,41,µg/mc
"Parco S. Chiara",PM10,2013-11-29,1,40,µg/mc
"Parco S. Chiara",PM10,2013-11-29,2,34,µg/mc
"Parco S. Chiara",PM10,2013-11-29,3,32,µg/mc
"Parco S. Chiara",PM10,2013-11-29,4,28,µg/mc
"Parco S. Chiara",PM10,2013-11-29,5,27,µg/mc
"Parco S. Chiara",PM10,2013-11-29,6,24,µg/mc
"Parco S. Chiara",PM10,2013-11-29,7,22,µg/mc
"Parco S. Chiara",PM10,2013-11-29,8,23,µg/mc
"Parco S. Chiara",PM10,2013-11-29,9,30,µg/mc
"Parco S. Chiara",PM10,2013-11-29,10,30,µg/mc
"Parco S. Chiara",PM10,2013-11-29,11,26,µg/mc
"Parco S. Chiara",PM10,2013-11-29,12,24,µg/mc
"Parco S. Chiara",PM10,2013-11-29,13,19,µg/mc
"Parco S. Chiara",PM10,2013-11-29,14,20,µg/mc
"Parco S. Chiara",PM10,2013-11-29,15,21,µg/mc
"Parco S. Chiara",PM10,2013-11-29,16,25,µg/mc
"Parco S. Chiara",PM10,2013-11-29,17,35,µg/mc
"Parco S. Chiara",PM10,2013-11-29,18,35,µg/mc
"Parco S. Chiara",PM10,2013-11-29,19,36,µg/mc
"Parco S. Chiara",PM10,2013-11-29,20,45,µg/mc
"Parco S. Chiara",PM10,2013-11-29,21,44,µg/mc
"Parco S. Chiara",PM10,2013-11-29,22,45,µg/mc
"Parco S. Chiara",PM10,2013-11-29,23,43,µg/mc
"Parco S. Chiara",PM10,2013-11-29,24,39,µg/mc
"Parco S. Chiara",PM10,2013-11-30,1,36,µg/mc
"Parco S. Chiara",PM10,2013-11-30,2,35,µg/mc
"Parco S. Chiara",PM10,2013-11-30,3,35,µg/mc
"Parco S. Chiara",PM10,2013-11-30,4,34,µg/mc
"Parco S. Chiara",PM10,2013-11-30,5,39,µg/mc
"Parco S. Chiara",PM10,2013-11-30,6,40,µg/mc
"Parco S. Chiara",PM10,2013-11-30,7,38,µg/mc
"Parco S. Chiara",PM10,2013-11-30,8,38,µg/mc
"Parco S. Chiara",PM10,2013-11-30,9,38,µg/mc
"Parco S. Chiara",PM10,2013-11-30,10,38,µg/mc
"Parco S. Chiara",PM10,2013-11-30,11,34,µg/mc
"Parco S. Chiara",PM10,2013-11-30,12,34,µg/mc
"Parco S. Chiara",PM10,2013-11-30,13,33,µg/mc
"Parco S. Chiara",PM10,2013-11-30,14,32,µg/mc
"Parco S. Chiara",PM10,2013-11-30,15,31,µg/mc
"Parco S. Chiara",PM10,2013-11-30,16,31,µg/mc
"Parco S. Chiara",PM10,2013-11-30,17,41,µg/mc
"Parco S. Chiara",PM10,2013-11-30,18,52,µg/mc
"Parco S. Chiara",PM10,2013-11-30,19,48,µg/mc
"Parco S. Chiara",PM10,2013-11-30,20,46,µg/mc
"Parco S. Chiara",PM10,2013-11-30,21,47,µg/mc
"Parco S. Chiara",PM10,2013-11-30,22,46,µg/mc
"Parco S. Chiara",PM10,2013-11-30,23,40,µg/mc
"Parco S. Chiara",PM10,2013-11-30,24,39,µg/mc
"Parco S. Chiara",PM10,2013-12-01,1,33,µg/mc
"Parco S. Chiara",PM10,2013-12-01,2,30,µg/mc
"Parco S. Chiara",PM10,2013-12-01,3,24,µg/mc
"Parco S. Chiara",PM10,2013-12-01,4,20,µg/mc
"Parco S. Chiara",PM10,2013-12-01,5,16,µg/mc
"Parco S. Chiara",PM10,2013-12-01,6,13,µg/mc
"Parco S. Chiara",PM10,2013-12-01,7,11,µg/mc
"Parco S. Chiara",PM10,2013-12-01,8,11,µg/mc
"Parco S. Chiara",PM10,2013-12-01,9,14,µg/mc
"Parco S. Chiara",PM10,2013-12-01,10,12,µg/mc
"Parco S. Chiara",PM10,2013-12-01,11,6,µg/mc
"Parco S. Chiara",PM10,2013-12-01,12,5,µg/mc
"Parco S. Chiara",PM10,2013-12-01,13,5,µg/mc
"Parco S. Chiara",PM10,2013-12-01,14,4,µg/mc
"Parco S. Chiara",PM10,2013-12-01,15,5,µg/mc
"Parco S. Chiara",PM10,2013-12-01,16,7,µg/mc
"Parco S. Chiara",PM10,2013-12-01,17,12,µg/mc
"Parco S. Chiara",PM10,2013-12-01,18,19,µg/mc
"Parco S. Chiara",PM10,2013-12-01,19,23,µg/mc
"Parco S. Chiara",PM10,2013-12-01,20,26,µg/mc
"Parco S. Chiara",PM10,2013-12-01,21,26,µg/mc
"Parco S. Chiara",PM10,2013-12-01,22,25,µg/mc
"Parco S. Chiara",PM10,2013-12-01,23,25,µg/mc
"Parco S. Chiara",PM10,2013-12-01,24,20,µg/mc
"Parco S. Chiara",PM10,2013-12-02,1,17,µg/mc
"Parco S. Chiara",PM10,2013-12-02,2,15,µg/mc
"Parco S. Chiara",PM10,2013-12-02,3,12,µg/mc
"Parco S. Chiara",PM10,2013-12-02,4,10,µg/mc
"Parco S. Chiara",PM10,2013-12-02,5,8,µg/mc
"Parco S. Chiara",PM10,2013-12-02,6,8,µg/mc
"Parco S. Chiara",PM10,2013-12-02,7,7,µg/mc
"Parco S. Chiara",PM10,2013-12-02,8,11,µg/mc
"Parco S. Chiara",PM10,2013-12-02,9,16,µg/mc
"Parco S. Chiara",PM10,2013-12-02,10,16,µg/mc
"Parco S. Chiara",PM10,2013-12-02,11,12,µg/mc
"Parco S. Chiara",PM10,2013-12-02,12,9,µg/mc
"Parco S. Chiara",PM10,2013-12-02,13,7,µg/mc
"Parco S. Chiara",PM10,2013-12-02,14,8,µg/mc
"Parco S. Chiara",PM10,2013-12-02,15,8,µg/mc
"Parco S. Chiara",PM10,2013-12-02,16,17,µg/mc
"Parco S. Chiara",PM10,2013-12-02,17,35,µg/mc
"Parco S. Chiara",PM10,2013-12-02,18,38,µg/mc
"Parco S. Chiara",PM10,2013-12-02,19,44,µg/mc
"Parco S. Chiara",PM10,2013-12-02,20,44,µg/mc
"Parco S. Chiara",PM10,2013-12-02,21,49,µg/mc
"Parco S. Chiara",PM10,2013-12-02,22,53,µg/mc
"Parco S. Chiara",PM10,2013-12-02,23,63,µg/mc
"Parco S. Chiara",PM10,2013-12-02,24,45,µg/mc
"Parco S. Chiara",PM10,2013-12-03,1,40,µg/mc
"Parco S. Chiara",PM10,2013-12-03,2,37,µg/mc
"Parco S. Chiara",PM10,2013-12-03,3,31,µg/mc
"Parco S. Chiara",PM10,2013-12-03,4,25,µg/mc
"Parco S. Chiara",PM10,2013-12-03,5,21,µg/mc
"Parco S. Chiara",PM10,2013-12-03,6,25,µg/mc
"Parco S. Chiara",PM10,2013-12-03,7,28,µg/mc
"Parco S. Chiara",PM10,2013-12-03,8,28,µg/mc
"Parco S. Chiara",PM10,2013-12-03,9,34,µg/mc
"Parco S. Chiara",PM10,2013-12-03,10,36,µg/mc
"Parco S. Chiara",PM10,2013-12-03,11,24,µg/mc
"Parco S. Chiara",PM10,2013-12-03,12,18,µg/mc
"Parco S. Chiara",PM10,2013-12-03,13,16,µg/mc
"Parco S. Chiara",PM10,2013-12-03,14,16,µg/mc
"Parco S. Chiara",PM10,2013-12-03,15,15,µg/mc
"Parco S. Chiara",PM10,2013-12-03,16,18,µg/mc
"Parco S. Chiara",PM10,2013-12-03,17,34,µg/mc
"Parco S. Chiara",PM10,2013-12-03,18,41,µg/mc
"Parco S. Chiara",PM10,2013-12-03,19,51,µg/mc
"Parco S. Chiara",PM10,2013-12-03,20,56,µg/mc
"Parco S. Chiara",PM10,2013-12-03,21,54,µg/mc
"Parco S. Chiara",PM10,2013-12-03,22,50,µg/mc
"Parco S. Chiara",PM10,2013-12-03,23,49,µg/mc
"Parco S. Chiara",PM10,2013-12-03,24,45,µg/mc
"Parco S. Chiara",PM10,2013-12-04,1,37,µg/mc
"Parco S. Chiara",PM10,2013-12-04,2,32,µg/mc
"Parco S. Chiara",PM10,2013-12-04,3,28,µg/mc
"Parco S. Chiara",PM10,2013-12-04,4,23,µg/mc
"Parco S. Chiara",PM10,2013-12-04,5,20,µg/mc
"Parco S. Chiara",PM10,2013-12-04,6,18,µg/mc
"Parco S. Chiara",PM10,2013-12-04,7,17,µg/mc
"Parco S. Chiara",PM10,2013-12-04,8,22,µg/mc
"Parco S. Chiara",PM10,2013-12-04,9,35,µg/mc
"Parco S. Chiara",PM10,2013-12-04,10,18,µg/mc
"Parco S. Chiara",PM10,2013-12-04,11,18,µg/mc
"Parco S. Chiara",PM10,2013-12-04,12,16,µg/mc
"Parco S. Chiara",PM10,2013-12-04,13,14,µg/mc
"Parco S. Chiara",PM10,2013-12-04,14,14,µg/mc
"Parco S. Chiara",PM10,2013-12-04,15,18,µg/mc
"Parco S. Chiara",PM10,2013-12-04,16,25,µg/mc
"Parco S. Chiara",PM10,2013-12-04,17,39,µg/mc
"Parco S. Chiara",PM10,2013-12-04,18,52,µg/mc
"Parco S. Chiara",PM10,2013-12-04,19,56,µg/mc
"Parco S. Chiara",PM10,2013-12-04,20,58,µg/mc
"Parco S. Chiara",PM10,2013-12-04,21,49,µg/mc
"Parco S. Chiara",PM10,2013-12-04,22,55,µg/mc
"Parco S. Chiara",PM10,2013-12-04,23,46,µg/mc
"Parco S. Chiara",PM10,2013-12-04,24,39,µg/mc
"Parco S. Chiara",PM10,2013-12-05,1,35,µg/mc
"Parco S. Chiara",PM10,2013-12-05,2,34,µg/mc
"Parco S. Chiara",PM10,2013-12-05,3,30,µg/mc
"Parco S. Chiara",PM10,2013-12-05,4,25,µg/mc
"Parco S. Chiara",PM10,2013-12-05,5,24,µg/mc
"Parco S. Chiara",PM10,2013-12-05,6,20,µg/mc
"Parco S. Chiara",PM10,2013-12-05,7,21,µg/mc
"Parco S. Chiara",PM10,2013-12-05,8,23,µg/mc
"Parco S. Chiara",PM10,2013-12-05,9,33,µg/mc
"Parco S. Chiara",PM10,2013-12-05,10,29,µg/mc
"Parco S. Chiara",PM10,2013-12-05,11,21,µg/mc
"Parco S. Chiara",PM10,2013-12-05,12,20,µg/mc
"Parco S. Chiara",PM10,2013-12-05,13,21,µg/mc
"Parco S. Chiara",PM10,2013-12-05,14,22,µg/mc
"Parco S. Chiara",PM10,2013-12-05,15,19,µg/mc
"Parco S. Chiara",PM10,2013-12-05,16,26,µg/mc
"Parco S. Chiara",PM10,2013-12-05,17,41,µg/mc
"Parco S. Chiara",PM10,2013-12-05,18,40,µg/mc
"Parco S. Chiara",PM10,2013-12-05,19,40,µg/mc
"Parco S. Chiara",PM10,2013-12-05,20,42,µg/mc
"Parco S. Chiara",PM10,2013-12-05,21,51,µg/mc
"Parco S. Chiara",PM10,2013-12-05,22,59,µg/mc
"Parco S. Chiara",PM10,2013-12-05,23,53,µg/mc
"Parco S. Chiara",PM10,2013-12-05,24,46,µg/mc
"Parco S. Chiara",PM10,2013-12-06,1,44,µg/mc
"Parco S. Chiara",PM10,2013-12-06,2,39,µg/mc
"Parco S. Chiara",PM10,2013-12-06,3,37,µg/mc
"Parco S. Chiara",PM10,2013-12-06,4,34,µg/mc
"Parco S. Chiara",PM10,2013-12-06,5,30,µg/mc
"Parco S. Chiara",PM10,2013-12-06,6,27,µg/mc
"Parco S. Chiara",PM10,2013-12-06,7,25,µg/mc
"Parco S. Chiara",PM10,2013-12-06,8,27,µg/mc
"Parco S. Chiara",PM10,2013-12-06,9,35,µg/mc
"Parco S. Chiara",PM10,2013-12-06,10,40,µg/mc
"Parco S. Chiara",PM10,2013-12-06,11,34,µg/mc
"Parco S. Chiara",PM10,2013-12-06,12,30,µg/mc
"Parco S. Chiara",PM10,2013-12-06,13,27,µg/mc
"Parco S. Chiara",PM10,2013-12-06,14,24,µg/mc
"Parco S. Chiara",PM10,2013-12-06,15,25,µg/mc
"Parco S. Chiara",PM10,2013-12-06,16,31,µg/mc
"Parco S. Chiara",PM10,2013-12-06,17,35,µg/mc
"Parco S. Chiara",PM10,2013-12-06,18,40,µg/mc
"Parco S. Chiara",PM10,2013-12-06,19,42,µg/mc
"Parco S. Chiara",PM10,2013-12-06,20,42,µg/mc
"Parco S. Chiara",PM10,2013-12-06,21,31,µg/mc
"Parco S. Chiara",PM10,2013-12-06,22,11,µg/mc
"Parco S. Chiara",PM10,2013-12-06,23,11,µg/mc
"Parco S. Chiara",PM10,2013-12-06,24,19,µg/mc
"Parco S. Chiara",PM10,2013-12-07,1,22,µg/mc
"Parco S. Chiara",PM10,2013-12-07,2,21,µg/mc
"Parco S. Chiara",PM10,2013-12-07,3,30,µg/mc
"Parco S. Chiara",PM10,2013-12-07,4,20,µg/mc
"Parco S. Chiara",PM10,2013-12-07,5,9,µg/mc
"Parco S. Chiara",PM10,2013-12-07,6,4,µg/mc
"Parco S. Chiara",PM10,2013-12-07,7,4,µg/mc
"Parco S. Chiara",PM10,2013-12-07,8,15,µg/mc
"Parco S. Chiara",PM10,2013-12-07,9,23,µg/mc
"Parco S. Chiara",PM10,2013-12-07,10,28,µg/mc
"Parco S. Chiara",PM10,2013-12-07,11,28,µg/mc
"Parco S. Chiara",PM10,2013-12-07,12,28,µg/mc
"Parco S. Chiara",PM10,2013-12-07,13,13,µg/mc
"Parco S. Chiara",PM10,2013-12-07,14,11,µg/mc
"Parco S. Chiara",PM10,2013-12-07,15,12,µg/mc
"Parco S. Chiara",PM10,2013-12-07,16,16,µg/mc
"Parco S. Chiara",PM10,2013-12-07,17,29,µg/mc
"Parco S. Chiara",PM10,2013-12-07,18,28,µg/mc
"Parco S. Chiara",PM10,2013-12-07,19,40,µg/mc
"Parco S. Chiara",PM10,2013-12-07,20,44,µg/mc
"Parco S. Chiara",PM10,2013-12-07,21,39,µg/mc
"Parco S. Chiara",PM10,2013-12-07,22,31,µg/mc
"Parco S. Chiara",PM10,2013-12-07,23,41,µg/mc
"Parco S. Chiara",PM10,2013-12-07,24,34,µg/mc
"Parco S. Chiara",PM10,2013-12-08,1,25,µg/mc
"Parco S. Chiara",PM10,2013-12-08,2,22,µg/mc
"Parco S. Chiara",PM10,2013-12-08,3,19,µg/mc
"Parco S. Chiara",PM10,2013-12-08,4,19,µg/mc
"Parco S. Chiara",PM10,2013-12-08,5,16,µg/mc
"Parco S. Chiara",PM10,2013-12-08,6,15,µg/mc
"Parco S. Chiara",PM10,2013-12-08,7,12,µg/mc
"Parco S. Chiara",PM10,2013-12-08,8,12,µg/mc
"Parco S. Chiara",PM10,2013-12-08,9,14,µg/mc
"Parco S. Chiara",PM10,2013-12-08,10,20,µg/mc
